,Symbol,Title,Date,Link,Source,Comments
203,None (General News),"BOJ may offer bleaker view on economy, Ukraine war adds to risks -sources",08/03/2022,https://www.channelnewsasia.com/business/boj-may-offer-bleaker-view-economy-ukraine-war-adds-risks-sources-2545136,CNA,Featured on SGInvestors
204,None (General News),BOJ may offer bleaker view on economy next week on COVID-19 hit - sources,08/03/2022,https://www.channelnewsasia.com/business/boj-may-offer-bleaker-view-economy-next-week-covid-19-hit-sources-2545136,CNA,Featured on SGInvestors
205,None (General News),Large supermarkets must charge at least S$0.05 for disposable carrier bags,08/03/2022,https://www.businesstimes.com.sg/government-economy/large-supermarkets-must-charge-at-least-s005-for-disposable-carrier-bags,The Business Times,Featured on SGInvestors
206,None (General News),Aedge Group appoints Tembusu blockchain fund partner as adviser,08/03/2022,https://www.businesstimes.com.sg/companies-markets/aedge-group-appoints-tembusu-blockchain-fund-partner-as-adviser,The Business Times,Featured on SGInvestors
207,None (General News),Fresh Off The Block: Binance founder claims crypto will not help Russia evade sanctions and more,08/03/2022,https://www.theedgesingapore.com/news/cryptocurrency/fresh-block-binance-founder-claims-crypto-will-not-help-russia-evade-sanctions,The Edge,Featured on SGInvestors
208,None (General News),"Biden shifts to the political centre, as Putin's aggression gives him a lift",08/03/2022,https://www.businesstimes.com.sg/opinion/biden-shifts-to-the-political-centre-as-putins-aggression-gives-him-a-lift,The Business Times,Featured on SGInvestors
209,None (General News),Mighty Jaxx secures US$20 mil in Series A+ funding,08/03/2022,https://www.theedgesingapore.com/news/startups-entrepreneurs-digital-economy/mighty-jaxx-secures-us20-mil-series-funding,The Edge,Featured on SGInvestors
210,None (General News),"Russia-linked Indian refiner put under credit watch, CARE Ratings says ",08/03/2022,https://www.channelnewsasia.com/business/russia-linked-indian-refiner-put-under-credit-watch-care-ratings-says-2545011,CNA,Featured on SGInvestors
211,None (General News),CGS-CIMB and DBS remain positive over Hongkong Land,08/03/2022,https://www.theedgesingapore.com/capital/brokers-calls/cgs-cimb-and-dbs-remain-positive-over-hongkong-land,The Edge,Featured on SGInvestors
212,None (General News),China's FX regulator surveyed banks about business with Russia - sources,08/03/2022,https://www.channelnewsasia.com/business/chinas-fx-regulator-asks-banks-about-russia-business-sources-say-2544991,CNA,Featured on SGInvestors
213,None (General News),Sea and Grab: Southeast Asia shows the high cost of fast growth,08/03/2022,https://www.theedgesingapore.com/views/digital-economy/sea-and-grab-southeast-asia-shows-high-cost-fast-growth,The Edge,Featured on SGInvestors
214,None (General News),First Singaporean appointed as FATF president from July,08/03/2022,https://www.businesstimes.com.sg/banking-finance/first-singaporean-appointed-as-fatf-president-from-july,The Business Times,Featured on SGInvestors
215,None (General News),Vietnam Feb exports down 24.1per cent m/m at $23.42 billion - customs,08/03/2022,https://www.channelnewsasia.com/business/vietnam-feb-exports-down-241per-cent-mm-2342-billion-customs-2544951,CNA,Featured on SGInvestors
216,None (General News),Fidelity in talks to hire Warburg China joint venture boss - sources ,08/03/2022,https://www.channelnewsasia.com/business/fidelity-talks-hire-warburg-china-joint-venture-boss-sources-2544826,CNA,Featured on SGInvestors
217,None (General News),Grab faces possible class action suits from US shareholder rights law firms,08/03/2022,https://www.businesstimes.com.sg/garage/grab-faces-possible-class-action-suits-from-us-shareholder-rights-law-firms,The Business Times,Featured on SGInvestors
218,None (General News),UNIQLO defends decision to stay open in Russia,08/03/2022,https://www.channelnewsasia.com/business/uniqlo-russia-stores-open-ukraine-invasion-clothes-2544661,CNA,Featured on SGInvestors
219,None (General News),China's Feb forex reserves fall to $3.214 trln,08/03/2022,https://www.channelnewsasia.com/business/chinas-feb-forex-reserves-fall-3214-trln-2544746,CNA,Featured on SGInvestors
220,None (General News),CAAS launches first safety charter for Singapore aviation sector,08/03/2022,https://www.channelnewsasia.com/singapore/caas-launches-first-safety-charter-singapore-aviation-sector-2544706,CNA,Featured on SGInvestors
221,None (General News),MOM will have strong enforcement measures against 'gaming' of Employment Pass system: Tan See Leng,08/03/2022,https://www.channelnewsasia.com/singapore/employment-pass-points-system-workers-jobs-compass-tan-see-leng-budget-2022-mom-2544381,CNA,Featured on SGInvestors
222,None (General News),Uptick in palm oil output this year insufficient to meet demand -analyst ,08/03/2022,https://www.channelnewsasia.com/business/uptick-palm-oil-output-year-insufficient-meet-demand-analyst-2544701,CNA,Featured on SGInvestors
223,None (General News),Uptick in palm oil output this year insufficient to meet demand - analyst Fry,08/03/2022,https://www.channelnewsasia.com/business/uptick-palm-oil-output-year-insufficient-meet-demand-analyst-fry-2544701,CNA,Featured on SGInvestors
224,None (General News),Iveco and Hyundai Motor sign MoU to explore future collaborations ,08/03/2022,https://www.channelnewsasia.com/business/iveco-hyundai-motor-explore-collaboration-vehicle-tech-supply-2544676,CNA,Featured on SGInvestors
225,None (General News),DBS Committee to provide greater governance and oversight of bank’s sustainability agenda,08/03/2022,https://www.theedgesingapore.com/news/environmental-social-and-governance/dbs-committee-provide-greater-governance-and-oversight-bank,The Edge,Featured on SGInvestors
226,None (General News),Thai stock investor mood up on foreign inflows - market association,08/03/2022,https://www.channelnewsasia.com/business/thai-stock-investor-mood-foreign-inflows-market-association-2544586,CNA,Featured on SGInvestors
227,None (General News),China property shares firm after friendly policy tone,07/03/2022,https://www.channelnewsasia.com/business/china-property-shares-firm-after-friendly-policy-tone-2544506,CNA,Featured on SGInvestors
228,None (General News),Japan's SBI Sumishin Net Bank to postpone US$1.2 billion IPO ,07/03/2022,https://www.channelnewsasia.com/business/japans-sbi-sumishin-net-bank-postpone-us12-billion-ipo-2544566,CNA,Featured on SGInvestors
229,None (General News),Microsoft unveils fourth data centre in India,07/03/2022,https://www.channelnewsasia.com/business/microsoft-unveils-fourth-data-centre-india-2544561,CNA,Featured on SGInvestors
230,None (General News),Ukraine upends stimulus exit: Five questions for the ECB,07/03/2022,https://www.channelnewsasia.com/business/ukraine-upends-stimulus-exit-five-questions-ecb-2544531,CNA,Featured on SGInvestors
231,None (General News),Singtel's NCS acquires The Dialog Group in Australia for $325 mil,07/03/2022,https://www.theedgesingapore.com/capital/ma/singtels-ncs-acquires-dialog-group-australia-325-mil,The Edge,Featured on SGInvestors
232,None (General News),Swiss National Bank posts $28.6 billion profit for 2021,07/03/2022,https://www.channelnewsasia.com/business/swiss-national-bank-posts-286-billion-profit-2021-2544516,CNA,Featured on SGInvestors
233,None (General News),Price of 95-octane petrol surges past S$3 per litre at Shell,07/03/2022,https://www.businesstimes.com.sg/energy-commodities/price-of-95-octane-petrol-surges-past-s3-per-litre-at-shell,The Business Times,Featured on SGInvestors
234,None (General News),UBS' executives see 2021 bonuses cut over Archegos losses,07/03/2022,https://www.channelnewsasia.com/business/ubs-executives-see-2021-bonuses-cut-over-archegos-losses-2544451,CNA,Featured on SGInvestors
235,None (General News),Swiss UBS' executives take home less pay in 2021,07/03/2022,https://www.channelnewsasia.com/business/swiss-ubs-executives-take-home-less-pay-2021-2544451,CNA,Featured on SGInvestors
236,None (General News),Energy conference kicks off as Ukraine conflict leaves oil market in turmoil,07/03/2022,https://www.channelnewsasia.com/business/energy-conference-kicks-ukraine-conflict-leaves-oil-market-turmoil-2544436,CNA,Featured on SGInvestors
237,None (General News),Indonesia coal miners may struggle to meet 2022 output target: Association,07/03/2022,https://www.channelnewsasia.com/business/indonesia-coal-miners-may-struggle-meet-2022-output-target-association-2544211,CNA,Featured on SGInvestors
238,None (General News),Southeast Asian equities shine as commodities rally on Ukraine crisis,07/03/2022,https://www.channelnewsasia.com/business/southeast-asian-equities-shine-commodities-rally-ukraine-crisis-2544191,CNA,Featured on SGInvestors
239,None (General News),Portfolio of 3 strata units in GB Building for sale with S$69m guide price,07/03/2022,https://www.businesstimes.com.sg/real-estate/portfolio-of-3-strata-units-in-gb-building-for-sale-with-s69m-guide-price,The Business Times,Featured on SGInvestors
240,None (General News),AutoFi raises $85 million to expand online auto finance business,07/03/2022,https://www.channelnewsasia.com/business/autofi-raises-85-million-expand-online-auto-finance-business-2544171,CNA,Featured on SGInvestors
241,None (General News),Saudi Arabia raises April crude prices to Asia to all-time highs,07/03/2022,https://www.channelnewsasia.com/business/saudi-arabia-raises-april-crude-prices-asia-all-time-highs-2544126,CNA,Featured on SGInvestors
242,None (General News),Tight oil market likely to fuel volatility; Brent expected to average US$100 in 2022: Maybank,07/03/2022,https://www.businesstimes.com.sg/asean-business/tight-oil-market-likely-to-fuel-volatility-brent-expected-to-average-us100-in-2022,The Business Times,Featured on SGInvestors
243,None (General News),Tight oil market likely to fuel volatility; Brent expected to hit US$100 in 2022: Maybank,07/03/2022,https://www.businesstimes.com.sg/asean-business/tight-oil-market-likely-to-fuel-volatility-brent-expected-to-hit-us100-in-2022,The Business Times,Featured on SGInvestors
244,None (General News),Beng Kuang to acquire stake in A*Star spin-off,07/03/2022,https://www.businesstimes.com.sg/companies-markets/beng-kuang-to-acquire-stake-in-astar-spin-off,The Business Times,Featured on SGInvestors
245,None (General News),US shale oil and gas producers Oasis and Whiting in talks to merge - source ,07/03/2022,https://www.channelnewsasia.com/business/us-shale-oil-and-gas-producers-oasis-and-whiting-talks-merge-source-2544041,CNA,Featured on SGInvestors
246,None (General News),Taiwan February exports seen rising for 20th straight month - Reuters Poll,07/03/2022,https://www.channelnewsasia.com/business/taiwan-february-exports-seen-rising-20th-straight-month-reuters-poll-2544031,CNA,Featured on SGInvestors
247,None (General News),Instant View: China Jan-Feb export growth slows; Ukraine crisis fuels uncertainty,07/03/2022,https://www.channelnewsasia.com/business/instant-view-china-jan-feb-export-growth-slows-ukraine-crisis-fuels-uncertainty-2543971,CNA,Featured on SGInvestors
248,None (General News),China Jan-Feb trade surplus with US at $59.77 billion,07/03/2022,https://www.channelnewsasia.com/business/china-jan-feb-trade-surplus-us-5977-billion-2543976,CNA,Featured on SGInvestors
249,None (General News),Brokers' take: Omicron threat draws mixed reactions from analysts covering Dairy Farm,07/03/2022,https://www.businesstimes.com.sg/companies-markets/brokers-take-omicron-threat-draws-mixed-reactions-from-analysts-covering-dairy,The Business Times,Featured on SGInvestors
250,None (General News),"China Jan-Feb export growth slows, Ukraine crisis poses risk",07/03/2022,https://www.channelnewsasia.com/business/china-jan-feb-export-growth-slows-ukraine-crisis-poses-risk-2543951,CNA,Featured on SGInvestors
251,None (General News),"China's export growth slows, Ukraine crisis poses risk",07/03/2022,https://www.channelnewsasia.com/asia/chinas-export-growth-slows-ukraine-crisis-poses-risk-2543951,CNA,Featured on SGInvestors
252,None (General News),China Jan-Feb rare earth exports up 10.8per cent y/y,07/03/2022,https://www.channelnewsasia.com/business/china-jan-feb-rare-earth-exports-108per-cent-yy-2543956,CNA,Featured on SGInvestors
253,None (General News),"China Jan-Feb meat imports fall 33per cent y/y, hurt by higher domestic output",07/03/2022,https://www.channelnewsasia.com/business/china-jan-feb-meat-imports-fall-33per-cent-yy-hurt-higher-domestic-output-2543961,CNA,Featured on SGInvestors
254,None (General News),China's soybean imports in Jan-Feb beat market expectations,07/03/2022,https://www.channelnewsasia.com/business/chinas-soybean-imports-jan-feb-beat-market-expectations-2543916,CNA,Featured on SGInvestors
255,None (General News),China's soybean imports in Jan-Feb rise 4.1per cent from previous year - customs,07/03/2022,https://www.channelnewsasia.com/business/chinas-soybean-imports-jan-feb-rise-41per-cent-previous-year-customs-2543916,CNA,Featured on SGInvestors
256,None (General News),China's soybean imports in Jan-Feb rise 4.1per cent from previous year,07/03/2022,https://www.channelnewsasia.com/business/chinas-soybean-imports-jan-feb-rise-41per-cent-previous-year-2543916,CNA,Featured on SGInvestors
257,None (General News),New tripartite standard on how firms should improve well-being of lower-wage workers,07/03/2022,https://www.businesstimes.com.sg/government-economy/new-tripartite-standard-on-how-firms-should-improve-well-being-of-lower-wage,The Business Times,Featured on SGInvestors
258,None (General News),South Korea to cut transactions with Russia's central bank: Foreign ministry,07/03/2022,https://www.channelnewsasia.com/business/south-korea-cut-transactions-russias-central-bank-foreign-ministry-2543871,CNA,Featured on SGInvestors
259,None (General News),Shareholders urge Amazon to boost tax transparency - FT,07/03/2022,https://www.channelnewsasia.com/business/shareholders-urge-amazon-boost-tax-transparency-ft-2543831,CNA,Featured on SGInvestors
260,None (General News),China Jan-Feb exports rise 13.6per cent y/y in yuan terms; imports up 12.9per cent,07/03/2022,https://www.channelnewsasia.com/business/china-jan-feb-exports-rise-136per-cent-yy-yuan-terms-imports-129per-cent-2543821,CNA,Featured on SGInvestors
261,None (General News),"Japan in talks with US, Europe over banning Russian oil imports - Kyodo",07/03/2022,https://www.channelnewsasia.com/business/japan-talks-us-europe-over-banning-russian-oil-imports-kyodo-2543826,CNA,Featured on SGInvestors
262,None (General News),China's economy resilient despite uncertainties caused by Ukraine crisis - state planner,07/03/2022,https://www.channelnewsasia.com/business/chinas-economy-resilient-despite-uncertainties-caused-ukraine-crisis-state-planner-2543731,CNA,Featured on SGInvestors
263,None (General News),China says confident it can ensure energy supply despite serious challenges,07/03/2022,https://www.channelnewsasia.com/business/china-says-confident-it-can-ensure-energy-supply-despite-serious-challenges-2543706,CNA,Featured on SGInvestors
264,None (General News),"China state planner to step up efforts to stabilise grain, coal prices",07/03/2022,https://www.channelnewsasia.com/business/china-state-planner-step-efforts-stabilise-grain-coal-prices-2543706,CNA,Featured on SGInvestors
265,None (General News),Hot stocks: Oil plays extend active trading as oil prices surge on tight supply fears,07/03/2022,https://www.businesstimes.com.sg/stocks/hot-stocks-oil-plays-extend-active-trading-as-oil-prices-surge-on-tight-supply-fears,The Business Times,Featured on SGInvestors
266,None (General News),China's yuan surges to record-high versus major peers,07/03/2022,https://www.channelnewsasia.com/business/chinas-yuan-surges-record-high-versus-major-peers-2543661,CNA,Featured on SGInvestors
267,None (General News),"China to establish network, data security standards for connected vehicles",07/03/2022,https://www.channelnewsasia.com/business/china-establish-network-data-security-standards-connected-vehicles-2543666,CNA,Featured on SGInvestors
268,None (General News),KGI keeps 'buy' on Fortress Minerals on the back of rising iron ore prices,07/03/2022,https://www.theedgesingapore.com/news/brokers-calls/kgi-keeps-buy-fortress-minerals-back-rising-iron-ore-prices,The Edge,Featured on SGInvestors
269,None (General News),Hino shares on track for steepest one-day fall in more than 20 years,07/03/2022,https://www.channelnewsasia.com/business/hino-shares-track-steepest-one-day-fall-more-20-years-2543626,CNA,Featured on SGInvestors
270,None (General News),"RHB downgrades Dairy Farm International to ""neutral"" with lowered target price of US$2.88",07/03/2022,https://www.theedgesingapore.com/capital/brokers-calls/rhb-downgrades-dairy-farm-international-neutral-lowered-target-price-us288,The Edge,Featured on SGInvestors
271,None (General News),Beng Kuang acquires 10% stake in IOT Workz,07/03/2022,https://www.theedgesingapore.com/capital/ma/beng-kuang-acquires-10-stake-iot-workz,The Edge,Featured on SGInvestors
272,None (General News),Mermaid Maritime gets a 'buy' from KGI following higher oil prices,07/03/2022,https://www.theedgesingapore.com/capital/brokers-calls/mermaid-maritime-gets-buy-kgi-following-higher-oil-prices,The Edge,Featured on SGInvestors
273,None (General News),"IMDA concludes anti-SMS spoofing registry pilot, starts onboarding process",07/03/2022,https://www.businesstimes.com.sg/government-economy/imda-concludes-anti-sms-spoofing-registry-pilot-starts-onboarding-process,The Business Times,Featured on SGInvestors
274,None (General News),Singapore stocks fall at Monday's open; STI down 0.3%,07/03/2022,https://www.businesstimes.com.sg/stocks/singapore-stocks-fall-at-mondays-open-sti-down-03-0,The Business Times,Featured on SGInvestors
275,None (General News),"Stocks to watch: Aspen, Shinvest, Don Agro",07/03/2022,https://www.businesstimes.com.sg/stocks/stocks-to-watch-aspen-shinvest-don-agro,The Business Times,Featured on SGInvestors
276,None (General News),Euro slides as war in Ukraine stokes inflationary shock,07/03/2022,https://www.channelnewsasia.com/business/euro-slides-war-ukraine-stokes-inflationary-shock-2543531,CNA,Featured on SGInvestors
277,None (General News),SGX RegCo suspends trading of Gazprom's GDR,07/03/2022,https://www.theedgesingapore.com/news/russia-ukraine-crisis/sgx-regco-suspends-trading-gazproms-gdr,The Edge,Featured on SGInvestors
278,None (General News),"Oil storms higher, stocks and euro dumped ",07/03/2022,https://www.channelnewsasia.com/business/oil-storms-higher-stocks-and-euro-dumped-2543501,CNA,Featured on SGInvestors
279,None (General News),"Oil surges, shares and euro hit the skids ",07/03/2022,https://www.channelnewsasia.com/business/oil-surges-shares-and-euro-hit-skids-2543501,CNA,Featured on SGInvestors
280,None (General News),"Oil surges 10per cent in Asia, euro skids as bonds rally",07/03/2022,https://www.channelnewsasia.com/business/oil-surges-10per-cent-asia-euro-skids-bonds-rally-2543501,CNA,Featured on SGInvestors
281,None (General News),"Oil surges 10per cent in Asia, euro on the ropes",07/03/2022,https://www.channelnewsasia.com/business/oil-surges-10per-cent-asia-euro-ropes-2543501,CNA,Featured on SGInvestors
282,None (General News),Japan Inc feels the heat over Russia ties as rivals shun Moscow,07/03/2022,https://www.channelnewsasia.com/business/japan-inc-feels-heat-over-russia-ties-rivals-shun-moscow-2543471,CNA,Featured on SGInvestors
283,None (General News),Commentary: Travel will return with a vengeance as more recover from Omicron,07/03/2022,https://www.channelnewsasia.com/commentary/air-travel-business-return-covid-recovery-aviation-revival-2538721,CNA,Featured on SGInvestors
284,None (General News),"Green bonds to grow in Asia, but issuers face greater scrutiny, standards",07/03/2022,https://www.businesstimes.com.sg/global-enterprise/green-bonds-to-grow-in-asia-but-issuers-face-greater-scrutiny-standards,The Business Times,Featured on SGInvestors
285,None (General News),Institutional investors continue to net buy S-Reits,07/03/2022,https://www.businesstimes.com.sg/companies-markets/institutional-investors-continue-to-net-buy-s-reits-0,The Business Times,Featured on SGInvestors
286,None (General News),Raffles Medical chairman Loo Choon Yong raises stake,07/03/2022,https://www.businesstimes.com.sg/companies-markets/raffles-medical-chairman-loo-choon-yong-raises-stake-0,The Business Times,Featured on SGInvestors
287,None (General News),"Streamlined entry rules for new construction, shipyard, process staff",07/03/2022,https://www.businesstimes.com.sg/companies-markets/streamlined-entry-rules-for-new-construction-shipyard-process-staff,The Business Times,Featured on SGInvestors
0,1C0.SI,"Is CNS Pharmaceuticals, Inc. (CNSP) Outperforming Other Medical Stocks This Year?",20-Jan-22,https://sg.finance.yahoo.com/news/cns-pharmaceuticals-inc-cnsp-outperforming-144002304.html,Yahoo Finance News,
1,1C0.SI,5 Beaten-Down Biotech Bets to Bounce Back in 2022,1-Jan-22,https://sg.finance.yahoo.com/news/5-beaten-down-biotech-bets-185006286.html,Yahoo Finance News,
2,1D0.SI,3 Stocks That Raised Their Dividends in the Latest Financial Year,26-May-21,https://sg.finance.yahoo.com/news/3-stocks-raised-dividends-latest-233000506.html,Yahoo Finance News,
3,41O.SI,3 Stocks That Raised Their Dividends in the Latest Financial Year,26-May-21,https://sg.finance.yahoo.com/news/3-stocks-raised-dividends-latest-233000506.html,Yahoo Finance News,
4,5CP.SI,Silverlake Axis forms insurance ecosystems entity Fermion Group,"Thu, 3 March 2022, 8:44 am",https://sg.finance.yahoo.com/news/silverlake-axis-forms-insurance-ecosystems-004423167.html,Yahoo Finance News,
5,5CP.SI,Singapore PE firm Ikhlas Capital invests in Silverlake partnership,6-Jul-21,https://sg.finance.yahoo.com/news/singapore-pe-firm-ikhlas-capital-111750399.html,Yahoo Finance News,
6,5UX.SI,[UPDATE] Two freehold strata F&B units at Oxley Tower for sale at $21 mil,"Fri, 4 March 2022, 10:00 am",https://sg.finance.yahoo.com/news/two-freehold-strata-f-b-020000725.html,Yahoo Finance News,
7,5UX.SI,"Britain likely to adopt Sarbanes-Oxley style audit rules in some form, says regulator",11-Oct-21,https://sg.finance.yahoo.com/news/britain-likely-adopt-sarbanes-oxley-111206705.html,Yahoo Finance News,
8,5UX.SI,Does it make sense to buy strata landed property today?,8-Oct-21,https://sg.finance.yahoo.com/news/does-sense-buy-strata-landed-230000126.html,Yahoo Finance News,
9,5UX.SI,Only 15 strata houses left at Kent Ridge Hill Residences,8-Oct-21,https://sg.finance.yahoo.com/news/only-15-strata-houses-left-213000486.html,Yahoo Finance News,
10,5UX.SI,Oxley builds on Singapore Quality Track Record Overseas,17-Sep-21,https://sg.finance.yahoo.com/news/oxley-builds-singapore-quality-track-020000148.html,Yahoo Finance News,
11,5UX.SI,Two freehold retail units at Oxley Tower for sale at $26 mil,25-Aug-21,https://sg.finance.yahoo.com/news/two-freehold-retail-units-oxley-054329850.html,Yahoo Finance News,
12,5UX.SI,Oxley’s 1953 showcases modern and vintage architecture,18-Jun-21,https://sg.finance.yahoo.com/news/oxley-1953-showcases-modern-vintage-055512140.html,Yahoo Finance News,
13,9CI.SI,"Bored of builders, Singapore millennials get their own Blackstone",22-Sep-21,https://sg.finance.yahoo.com/news/bored-of-builders-singapore-millennials-get-their-own-blackstone-030528553.html,Yahoo Finance News,
14,A17U.SI,"EMERGING MARKETS-Asian FX, stocks firm as investors await U.S. inflation data",9-Feb-22,https://sg.finance.yahoo.com/news/emerging-markets-asian-fx-stocks-081815489.html,Yahoo Finance News,
15,A17U.SI,"EMERGING MARKETS-Indonesia stocks, rupiah fall as China coal prices tumble",21-Oct-21,https://sg.finance.yahoo.com/news/emerging-markets-indonesia-stocks-rupiah-052115844.html,Yahoo Finance News,
16,A17U.SI,"EMERGING MARKETS-Ringgit leads gains, Thai bond outflows hit baht",20-Oct-21,https://sg.finance.yahoo.com/news/emerging-markets-ringgit-leads-gains-050356777.html,Yahoo Finance News,
17,A17U.SI,Ascendas REIT divests three Australian logistics properties for $129 mil,4-Jun-21,https://sg.finance.yahoo.com/news/ascendas-reit-divests-three-australian-035204353.html,Yahoo Finance News,
18,A17U.SI,"EMERGING MARKETS-South Korea, Taiwan stocks lead losses in Asia on inflation fears",11-May-21,https://sg.finance.yahoo.com/news/emerging-markets-south-korea-taiwan-053802205.html,Yahoo Finance News,
19,A17U.SI,5 Reasons to Like Ascendas REIT’s Latest Acquisition,8-May-21,https://sg.finance.yahoo.com/news/5-reasons-ascendas-reit-latest-010055264.html,Yahoo Finance News,
20,A17U.SI,"EMERGING MARKETS-Thai baht, shares fall ahead of BoT review; Indian stocks firm",5-May-21,https://sg.finance.yahoo.com/news/emerging-markets-thai-baht-shares-055339122.html,Yahoo Finance News,
21,A17U.SI,Ascendas Reit to acquire remaining 75% interest in Galaxis for $534.4 mil,5-May-21,https://sg.finance.yahoo.com/news/ascendas-reit-acquire-remaining-75-013150727.html,Yahoo Finance News,
22,A17U.SI,"UPDATE 4-Singapore's CapitaLand to split, form listed investment business",22-Mar-21,https://sg.finance.yahoo.com/news/1-top-singapore-developers-shares-013704341.html,Yahoo Finance News,
23,A26.SI,Mitbana and Sinar Mas Land unveil plan for smart public transport solutions in Jakarta,8-Nov-21,https://sg.finance.yahoo.com/news/mitbana-sinar-mas-land-unveil-074704072.html,Yahoo Finance News,
24,A26.SI,"Surbana Jurong, Mitsubishi and Sinarmas Land to jointly develop Jakarta transport complex",12-Apr-21,https://sg.finance.yahoo.com/news/surbana-jurong-mitsubishi-sinarmas-land-033819126.html,Yahoo Finance News,
25,ADN,Advent Technologies A/S signs Memorandum of Understanding with Electric Ship Facilities to accelerate distribution of SereneU Fuel Cells across Europe,23-Feb-22,https://sg.finance.yahoo.com/news/advent-technologies-signs-memorandum-understanding-134500484.html,Yahoo Finance News,
26,ADN,Advent Technologies signs new contracts worth $2.2 million for delivery of MEA electrochemistry components,15-Feb-22,https://sg.finance.yahoo.com/news/advent-technologies-signs-contracts-worth-134500272.html,Yahoo Finance News,
27,ADN,Advent Technologies to supply SereneU Fuel Cells for Globe Telecom’s rooftop sites in the Philippines,18-Jan-22,https://sg.finance.yahoo.com/news/advent-technologies-supply-sereneu-fuel-134500713.html,Yahoo Finance News,
28,ADN,Advent Technologies Announces Signing of Distribution and Service Agreement with Calscan Solutions,10-Jan-22,https://sg.finance.yahoo.com/news/advent-technologies-announces-signing-distribution-134500838.html,Yahoo Finance News,
29,ADN,RiverCell Consortium announces Successful Demonstration of Advent Serene Fuel Cells to the Maritime Sector,20-Dec-21,https://sg.finance.yahoo.com/news/rivercell-consortium-announces-successful-demonstration-141500079.html,Yahoo Finance News,
30,ADN,Advent Technologies Signs Memorandum of Understanding with BASF to Secure Supply Chain for Large Scale Projects,13-Dec-21,https://sg.finance.yahoo.com/news/advent-technologies-signs-memorandum-understanding-140000030.html,Yahoo Finance News,
31,ADN,Advent Technologies Reports Q3 2021 Results,15-Nov-21,https://sg.finance.yahoo.com/news/advent-technologies-reports-q3-2021-120000068.html,Yahoo Finance News,
32,ADN,Advent Technologies Announces Date for Third Quarter 2021 Earnings Call,8-Nov-21,https://sg.finance.yahoo.com/news/advent-technologies-announces-date-third-130000693.html,Yahoo Finance News,
33,ADN,Advent Technologies Announces Successful Installation of the Advent Fuel Cell System in the Philippine Telecom Sector,20-Oct-21,https://sg.finance.yahoo.com/news/advent-technologies-announces-successful-installation-130000404.html,Yahoo Finance News,
34,ADN,Advent Technologies Celebrates National Hydrogen and Fuel Cell Day,8-Oct-21,https://sg.finance.yahoo.com/news/advent-technologies-celebrates-national-hydrogen-110000025.html,Yahoo Finance News,
35,ADP,US 'is witnessing one of the most fertile employment markets in a generation': expert,"Sat, 5 March 2022, 1:22 am",https://sg.finance.yahoo.com/news/us-economy-is-witnessing-one-of-the-most-fertile-jobs-markets-in-a-generation-black-rock-172229608.html,Yahoo Finance News,
36,ADP,BBSI vs. ADP: Which Stock Should Value Investors Buy Now?,"Sat, 5 March 2022, 12:40 am",https://sg.finance.yahoo.com/news/bbsi-vs-adp-stock-value-164004375.html,Yahoo Finance News,
37,ADP,"Stock Market News for Mar 3, 2022","Thu, 3 March 2022, 10:16 pm",https://sg.finance.yahoo.com/news/stock-market-news-mar-3-141602974.html,Yahoo Finance News,
38,ADP,"Zacks.com featured highlights include East West Bancorp, Automatic Data Processing, CDW, and W.W Grainger","Thu, 3 March 2022, 7:08 pm",https://sg.finance.yahoo.com/news/zacks-com-featured-highlights-east-110811388.html,Yahoo Finance News,
39,ADP,ADP (ADP) Up 1.9% Since Last Earnings Report: Can It Continue?,26-Feb-22,https://sg.finance.yahoo.com/news/adp-adp-1-9-since-163004806.html,Yahoo Finance News,
40,ADP,"Zacks.com featured highlights include: East West Bancorp, Automatic Data Processing, CDW Corp., and W.W. Grainger",16-Feb-22,https://sg.finance.yahoo.com/news/zacks-com-featured-highlights-east-095209295.html,Yahoo Finance News,
41,ADP,"Zacks Industry Outlook Highlights Automatic Data Processing, Paychex and Genpact",12-Feb-22,https://sg.finance.yahoo.com/news/zacks-industry-outlook-highlights-automatic-170505243.html,Yahoo Finance News,
42,ADP,Weekly Jobless Claims Lower-Than-Expected,4-Feb-22,https://sg.finance.yahoo.com/news/weekly-jobless-claims-lower-expected-160304414.html,Yahoo Finance News,
43,ADP,Jobless Claims Show Omicron Recessing; Productivity Way Up,3-Feb-22,https://sg.finance.yahoo.com/news/jobless-claims-show-omicron-recessing-154203176.html,Yahoo Finance News,
44,ADP,"Stock Market News for Feb 3, 2022",3-Feb-22,https://sg.finance.yahoo.com/news/stock-market-news-feb-3-134101997.html,Yahoo Finance News,
45,AGS,Will PlayAGS (AGS) Report Negative Earnings Next Week? What You Should Know,"Fri, 4 March 2022, 4:00 am",https://sg.finance.yahoo.com/news/playags-ags-report-negative-earnings-200008104.html,Yahoo Finance News,
46,AGS,Cable One (CABO) Q4 Earnings Miss Estimates,25-Feb-22,https://sg.finance.yahoo.com/news/cable-one-cabo-q4-earnings-010001682.html,Yahoo Finance News,
47,AGS,Does PlayAGS (AGS) Have the Potential to Rally 72% as Wall Street Analysts Expect?,24-Feb-22,https://sg.finance.yahoo.com/news/does-playags-ags-potential-rally-150003814.html,Yahoo Finance News,
